key,index,random,target_pdf,pdf,social_ps,journal,publication_year,title,n_participants_after_exclusions,study_design_ignoring_trial_type_comparisons,n_groups_between,used_inferential_statistics,study,doi,author
109_4_4,109,4,4,4,NA,JPSP,2011,Signaling when (and when not) to be cautious and self-protective: Impulsive and reflective trust in close relationships.,NA,NA,NA,NA,NA,NA,NA
109_4_4,109,4,4,4,NA,JPSP,2011,Signaling when (and when not) to be cautious and self-protective: Impulsive and reflective trust in close relationships.,NA,NA,NA,NA,NA,NA,NA
109_4_4,109,4,4,4,NA,JPSP,2011,Signaling when (and when not) to be cautious and self-protective: Impulsive and reflective trust in close relationships.,NA,NA,NA,NA,NA,NA,NA
109_4_4,109,4,4,4,NA,JPSP,2011,Signaling when (and when not) to be cautious and self-protective: Impulsive and reflective trust in close relationships.,NA,NA,NA,NA,NA,NA,NA
109_4_4,109,4,4,4,NA,JPSP,2011,Signaling when (and when not) to be cautious and self-protective: Impulsive and reflective trust in close relationships.,NA,NA,NA,NA,NA,NA,NA
109_4_4,109,4,4,4,NA,JPSP,2011,Signaling when (and when not) to be cautious and self-protective: Impulsive and reflective trust in close relationships.,NA,NA,NA,NA,NA,NA,NA
160_5_5,160,5,5,5,NA,JPSP,2011,So far away from one's partnerCOMMA  yet so close to romantic alternatives: Avoidant attachmentCOMMA  interest in alternativesCOMMA  and infidelity.,42,b,NA,NA,NA,NA,NA
160_5_5,160,5,5,5,NA,JPSP,2011,So far away from one's partnerCOMMA  yet so close to romantic alternatives: Avoidant attachmentCOMMA  interest in alternativesCOMMA  and infidelity.,205,b,NA,NA,NA,NA,NA
160_5_5,160,5,5,5,NA,JPSP,2011,So far away from one's partnerCOMMA  yet so close to romantic alternatives: Avoidant attachmentCOMMA  interest in alternativesCOMMA  and infidelity.,442,b,NA,NA,NA,NA,NA
160_5_5,160,5,5,5,NA,JPSP,2011,So far away from one's partnerCOMMA  yet so close to romantic alternatives: Avoidant attachmentCOMMA  interest in alternativesCOMMA  and infidelity.,494,b,NA,NA,NA,NA,NA
160_5_5,160,5,5,5,NA,JPSP,2011,So far away from one's partnerCOMMA  yet so close to romantic alternatives: Avoidant attachmentCOMMA  interest in alternativesCOMMA  and infidelity.,51,m,NA,NA,NA,NA,NA
160_5_5,160,5,5,5,NA,JPSP,2011,So far away from one's partnerCOMMA  yet so close to romantic alternatives: Avoidant attachmentCOMMA  interest in alternativesCOMMA  and infidelity.,195,b,NA,NA,NA,NA,NA
160_5_5,160,5,5,5,NA,JPSP,2011,So far away from one's partnerCOMMA  yet so close to romantic alternatives: Avoidant attachmentCOMMA  interest in alternativesCOMMA  and infidelity.,460,b,NA,NA,NA,NA,NA
160_5_5,160,5,5,5,NA,JPSP,2011,So far away from one's partnerCOMMA  yet so close to romantic alternatives: Avoidant attachmentCOMMA  interest in alternativesCOMMA  and infidelity.,462,b,NA,NA,NA,NA,NA
160_5_5,160,5,5,5,NA,JPSP,2011,So far away from one's partnerCOMMA  yet so close to romantic alternatives: Avoidant attachmentCOMMA  interest in alternativesCOMMA  and infidelity.,NA,NA,NA,NA,NA,NA,NA
160_5_5,160,5,5,5,NA,JPSP,2011,So far away from one's partnerCOMMA  yet so close to romantic alternatives: Avoidant attachmentCOMMA  interest in alternativesCOMMA  and infidelity.,NA,NA,NA,NA,NA,NA,NA
51_6_6,51,6,6,6,NA,JPSP,2011,Don't hide your happiness! Positive emotion dissociationCOMMA  social connectednessCOMMA  and psychological functioning.,135,m,NA,NA,NA,NA,NA
51_6_6,51,6,6,6,NA,JPSP,2011,Don't hide your happiness! Positive emotion dissociationCOMMA  social connectednessCOMMA  and psychological functioning.,NA,NA,NA,NA,NA,NA,NA
51_6_6,51,6,6,6,NA,JPSP,2011,Don't hide your happiness! Positive emotion dissociationCOMMA  social connectednessCOMMA  and psychological functioning.,NA,NA,NA,NA,NA,NA,NA
51_6_6,51,6,6,6,NA,JPSP,2011,Don't hide your happiness! Positive emotion dissociationCOMMA  social connectednessCOMMA  and psychological functioning.,NA,NA,NA,NA,NA,NA,NA
51_6_6,51,6,6,6,NA,JPSP,2011,Don't hide your happiness! Positive emotion dissociationCOMMA  social connectednessCOMMA  and psychological functioning.,NA,NA,NA,NA,NA,NA,NA
51_6_6,51,6,6,6,NA,JPSP,2011,Don't hide your happiness! Positive emotion dissociationCOMMA  social connectednessCOMMA  and psychological functioning.,NA,NA,NA,NA,NA,NA,NA
51_6_6,51,6,6,6,NA,JPSP,2011,Don't hide your happiness! Positive emotion dissociationCOMMA  social connectednessCOMMA  and psychological functioning.,NA,NA,NA,NA,NA,NA,NA
51_6_6,51,6,6,6,NA,JPSP,2011,Don't hide your happiness! Positive emotion dissociationCOMMA  social connectednessCOMMA  and psychological functioning.,NA,NA,NA,NA,NA,NA,NA
51_6_6,51,6,6,6,NA,JPSP,2011,Don't hide your happiness! Positive emotion dissociationCOMMA  social connectednessCOMMA  and psychological functioning.,NA,NA,NA,NA,NA,NA,NA
51_6_6,51,6,6,6,NA,JPSP,2011,Don't hide your happiness! Positive emotion dissociationCOMMA  social connectednessCOMMA  and psychological functioning.,NA,NA,NA,NA,NA,NA,NA
14_7_7,14,7,7,7,NA,JPSP,2011,Self-subjugation among women: Exposure to sexist ideologyCOMMA  self-objectificationCOMMA  and the protective function of the need to avoid closure.,NA,NA,NA,NA,NA,NA,NA
14_7_7,14,7,7,7,NA,JPSP,2011,Self-subjugation among women: Exposure to sexist ideologyCOMMA  self-objectificationCOMMA  and the protective function of the need to avoid closure.,NA,NA,NA,NA,NA,NA,NA
14_7_7,14,7,7,7,NA,JPSP,2011,Self-subjugation among women: Exposure to sexist ideologyCOMMA  self-objectificationCOMMA  and the protective function of the need to avoid closure.,NA,NA,NA,NA,NA,NA,NA
14_7_7,14,7,7,7,NA,JPSP,2011,Self-subjugation among women: Exposure to sexist ideologyCOMMA  self-objectificationCOMMA  and the protective function of the need to avoid closure.,NA,NA,NA,NA,NA,NA,NA
14_7_7,14,7,7,7,NA,JPSP,2011,Self-subjugation among women: Exposure to sexist ideologyCOMMA  self-objectificationCOMMA  and the protective function of the need to avoid closure.,NA,NA,NA,NA,NA,NA,NA
14_7_7,14,7,7,7,NA,JPSP,2011,Self-subjugation among women: Exposure to sexist ideologyCOMMA  self-objectificationCOMMA  and the protective function of the need to avoid closure.,NA,NA,NA,NA,NA,NA,NA
14_7_7,14,7,7,7,NA,JPSP,2011,Self-subjugation among women: Exposure to sexist ideologyCOMMA  self-objectificationCOMMA  and the protective function of the need to avoid closure.,NA,NA,NA,NA,NA,NA,NA
14_7_7,14,7,7,7,NA,JPSP,2011,Self-subjugation among women: Exposure to sexist ideologyCOMMA  self-objectificationCOMMA  and the protective function of the need to avoid closure.,NA,NA,NA,NA,NA,NA,NA
14_7_7,14,7,7,7,NA,JPSP,2011,Self-subjugation among women: Exposure to sexist ideologyCOMMA  self-objectificationCOMMA  and the protective function of the need to avoid closure.,NA,NA,NA,NA,NA,NA,NA
14_7_7,14,7,7,7,NA,JPSP,2011,Self-subjugation among women: Exposure to sexist ideologyCOMMA  self-objectificationCOMMA  and the protective function of the need to avoid closure.,NA,NA,NA,NA,NA,NA,NA
119_8_8,119,8,8,8,NA,JPSP,2011,A random walk down university avenue: Life pathsCOMMA  life eventsCOMMA  and personality trait change at the transition to university life.,1908,m,NA,NA,NA,NA,NA
119_8_8,119,8,8,8,NA,JPSP,2011,A random walk down university avenue: Life pathsCOMMA  life eventsCOMMA  and personality trait change at the transition to university life.,NA,NA,NA,NA,NA,NA,NA
119_8_8,119,8,8,8,NA,JPSP,2011,A random walk down university avenue: Life pathsCOMMA  life eventsCOMMA  and personality trait change at the transition to university life.,NA,NA,NA,NA,NA,NA,NA
119_8_8,119,8,8,8,NA,JPSP,2011,A random walk down university avenue: Life pathsCOMMA  life eventsCOMMA  and personality trait change at the transition to university life.,NA,NA,NA,NA,NA,NA,NA
119_8_8,119,8,8,8,NA,JPSP,2011,A random walk down university avenue: Life pathsCOMMA  life eventsCOMMA  and personality trait change at the transition to university life.,NA,NA,NA,NA,NA,NA,NA
119_8_8,119,8,8,8,NA,JPSP,2011,A random walk down university avenue: Life pathsCOMMA  life eventsCOMMA  and personality trait change at the transition to university life.,NA,NA,NA,NA,NA,NA,NA
119_8_8,119,8,8,8,NA,JPSP,2011,A random walk down university avenue: Life pathsCOMMA  life eventsCOMMA  and personality trait change at the transition to university life.,NA,NA,NA,NA,NA,NA,NA
119_8_8,119,8,8,8,NA,JPSP,2011,A random walk down university avenue: Life pathsCOMMA  life eventsCOMMA  and personality trait change at the transition to university life.,NA,NA,NA,NA,NA,NA,NA
119_8_8,119,8,8,8,NA,JPSP,2011,A random walk down university avenue: Life pathsCOMMA  life eventsCOMMA  and personality trait change at the transition to university life.,NA,NA,NA,NA,NA,NA,NA
119_8_8,119,8,8,8,NA,JPSP,2011,A random walk down university avenue: Life pathsCOMMA  life eventsCOMMA  and personality trait change at the transition to university life.,NA,NA,NA,NA,NA,NA,NA
118_9_9,118,9,9,9,NA,JPSP,2011,Self-esteem development from age 14 to 30 years: A longitudinal study.,7100,m,NA,NA,NA,NA,NA
118_9_9,118,9,9,9,NA,JPSP,2011,Self-esteem development from age 14 to 30 years: A longitudinal study.,NA,NA,NA,NA,NA,NA,NA
118_9_9,118,9,9,9,NA,JPSP,2011,Self-esteem development from age 14 to 30 years: A longitudinal study.,NA,NA,NA,NA,NA,NA,NA
118_9_9,118,9,9,9,NA,JPSP,2011,Self-esteem development from age 14 to 30 years: A longitudinal study.,NA,NA,NA,NA,NA,NA,NA
118_9_9,118,9,9,9,NA,JPSP,2011,Self-esteem development from age 14 to 30 years: A longitudinal study.,NA,NA,NA,NA,NA,NA,NA
118_9_9,118,9,9,9,NA,JPSP,2011,Self-esteem development from age 14 to 30 years: A longitudinal study.,NA,NA,NA,NA,NA,NA,NA
118_9_9,118,9,9,9,NA,JPSP,2011,Self-esteem development from age 14 to 30 years: A longitudinal study.,NA,NA,NA,NA,NA,NA,NA
118_9_9,118,9,9,9,NA,JPSP,2011,Self-esteem development from age 14 to 30 years: A longitudinal study.,NA,NA,NA,NA,NA,NA,NA
118_9_9,118,9,9,9,NA,JPSP,2011,Self-esteem development from age 14 to 30 years: A longitudinal study.,NA,NA,NA,NA,NA,NA,NA
118_9_9,118,9,9,9,NA,JPSP,2011,Self-esteem development from age 14 to 30 years: A longitudinal study.,NA,NA,NA,NA,NA,NA,NA
52_10_10,52,10,10,10,NA,JPSP,2011,Perceived pastCOMMA  presentCOMMA  and future control and adjustment to stressful life events.,437,b,NA,NA,NA,NA,NA
52_10_10,52,10,10,10,NA,JPSP,2011,Perceived pastCOMMA  presentCOMMA  and future control and adjustment to stressful life events.,190,b,NA,NA,NA,NA,NA
52_10_10,52,10,10,10,NA,JPSP,2011,Perceived pastCOMMA  presentCOMMA  and future control and adjustment to stressful life events.,1528,b,NA,NA,NA,NA,NA
52_10_10,52,10,10,10,NA,JPSP,2011,Perceived pastCOMMA  presentCOMMA  and future control and adjustment to stressful life events.,530,b,NA,NA,NA,NA,NA
52_10_10,52,10,10,10,NA,JPSP,2011,Perceived pastCOMMA  presentCOMMA  and future control and adjustment to stressful life events.,NA,NA,NA,NA,NA,NA,NA
52_10_10,52,10,10,10,NA,JPSP,2011,Perceived pastCOMMA  presentCOMMA  and future control and adjustment to stressful life events.,NA,NA,NA,NA,NA,NA,NA
52_10_10,52,10,10,10,NA,JPSP,2011,Perceived pastCOMMA  presentCOMMA  and future control and adjustment to stressful life events.,NA,NA,NA,NA,NA,NA,NA
52_10_10,52,10,10,10,NA,JPSP,2011,Perceived pastCOMMA  presentCOMMA  and future control and adjustment to stressful life events.,NA,NA,NA,NA,NA,NA,NA
52_10_10,52,10,10,10,NA,JPSP,2011,Perceived pastCOMMA  presentCOMMA  and future control and adjustment to stressful life events.,NA,NA,NA,NA,NA,NA,NA
52_10_10,52,10,10,10,NA,JPSP,2011,Perceived pastCOMMA  presentCOMMA  and future control and adjustment to stressful life events.,NA,NA,NA,NA,NA,NA,NA
80_11_11,80,11,11,11,NA,JPSP,2011,In defense of diligence: A rejoinder to Pelham and Carvallo (2011).,NA,NA,NA,NA,NA,NA,NA
80_11_11,80,11,11,11,NA,JPSP,2011,In defense of diligence: A rejoinder to Pelham and Carvallo (2011).,NA,NA,NA,NA,NA,NA,NA
80_11_11,80,11,11,11,NA,JPSP,2011,In defense of diligence: A rejoinder to Pelham and Carvallo (2011).,NA,NA,NA,NA,NA,NA,NA
80_11_11,80,11,11,11,NA,JPSP,2011,In defense of diligence: A rejoinder to Pelham and Carvallo (2011).,NA,NA,NA,NA,NA,NA,NA
80_11_11,80,11,11,11,NA,JPSP,2011,In defense of diligence: A rejoinder to Pelham and Carvallo (2011).,NA,NA,NA,NA,NA,NA,NA
80_11_11,80,11,11,11,NA,JPSP,2011,In defense of diligence: A rejoinder to Pelham and Carvallo (2011).,NA,NA,NA,NA,NA,NA,NA
80_11_11,80,11,11,11,NA,JPSP,2011,In defense of diligence: A rejoinder to Pelham and Carvallo (2011).,NA,NA,NA,NA,NA,NA,NA
80_11_11,80,11,11,11,NA,JPSP,2011,In defense of diligence: A rejoinder to Pelham and Carvallo (2011).,NA,NA,NA,NA,NA,NA,NA
80_11_11,80,11,11,11,NA,JPSP,2011,In defense of diligence: A rejoinder to Pelham and Carvallo (2011).,NA,NA,NA,NA,NA,NA,NA
80_11_11,80,11,11,11,NA,JPSP,2011,In defense of diligence: A rejoinder to Pelham and Carvallo (2011).,NA,NA,NA,NA,NA,NA,NA
122_12_12,122,12,12,12,NA,JPSP,2011,Consider it done! Plan making can eliminate the cognitive effects of unfulfilled goals.,73,b,NA,NA,NA,NA,NA
122_12_12,122,12,12,12,NA,JPSP,2011,Consider it done! Plan making can eliminate the cognitive effects of unfulfilled goals.,68,b,NA,NA,NA,NA,NA
122_12_12,122,12,12,12,NA,JPSP,2011,Consider it done! Plan making can eliminate the cognitive effects of unfulfilled goals.,126,m,NA,NA,NA,NA,NA
122_12_12,122,12,12,12,NA,JPSP,2011,Consider it done! Plan making can eliminate the cognitive effects of unfulfilled goals.,97,b,NA,NA,NA,NA,NA
122_12_12,122,12,12,12,NA,JPSP,2011,Consider it done! Plan making can eliminate the cognitive effects of unfulfilled goals.,174,b,NA,NA,NA,NA,NA
122_12_12,122,12,12,12,NA,JPSP,2011,Consider it done! Plan making can eliminate the cognitive effects of unfulfilled goals.,80,b,NA,NA,NA,NA,NA
122_12_12,122,12,12,12,NA,JPSP,2011,Consider it done! Plan making can eliminate the cognitive effects of unfulfilled goals.,NA,NA,NA,NA,NA,NA,NA
122_12_12,122,12,12,12,NA,JPSP,2011,Consider it done! Plan making can eliminate the cognitive effects of unfulfilled goals.,NA,NA,NA,NA,NA,NA,NA
122_12_12,122,12,12,12,NA,JPSP,2011,Consider it done! Plan making can eliminate the cognitive effects of unfulfilled goals.,NA,NA,NA,NA,NA,NA,NA
122_12_12,122,12,12,12,NA,JPSP,2011,Consider it done! Plan making can eliminate the cognitive effects of unfulfilled goals.,NA,NA,NA,NA,NA,NA,NA
34_13_13,34,13,13,13,NA,JPSP,2011,Evidence for hypodescent and racial hierarchy in the categorization and perception of biracial individuals.,217,b,NA,NA,NA,NA,NA
34_13_13,34,13,13,13,NA,JPSP,2011,Evidence for hypodescent and racial hierarchy in the categorization and perception of biracial individuals.,19,w,NA,NA,NA,NA,NA
34_13_13,34,13,13,13,NA,JPSP,2011,Evidence for hypodescent and racial hierarchy in the categorization and perception of biracial individuals.,24,w,NA,NA,NA,NA,NA
34_13_13,34,13,13,13,NA,JPSP,2011,Evidence for hypodescent and racial hierarchy in the categorization and perception of biracial individuals.,50,w,NA,NA,NA,NA,NA
34_13_13,34,13,13,13,NA,JPSP,2011,Evidence for hypodescent and racial hierarchy in the categorization and perception of biracial individuals.,86,w,NA,NA,NA,NA,NA
34_13_13,34,13,13,13,NA,JPSP,2011,Evidence for hypodescent and racial hierarchy in the categorization and perception of biracial individuals.,NA,NA,NA,NA,NA,NA,NA
34_13_13,34,13,13,13,NA,JPSP,2011,Evidence for hypodescent and racial hierarchy in the categorization and perception of biracial individuals.,NA,NA,NA,NA,NA,NA,NA
34_13_13,34,13,13,13,NA,JPSP,2011,Evidence for hypodescent and racial hierarchy in the categorization and perception of biracial individuals.,NA,NA,NA,NA,NA,NA,NA
34_13_13,34,13,13,13,NA,JPSP,2011,Evidence for hypodescent and racial hierarchy in the categorization and perception of biracial individuals.,NA,NA,NA,NA,NA,NA,NA
34_13_13,34,13,13,13,NA,JPSP,2011,Evidence for hypodescent and racial hierarchy in the categorization and perception of biracial individuals.,NA,NA,NA,NA,NA,NA,NA
59_14_14,59,14,14,14,NA,JPSP,2011,Self-compassion and relationship maintenance: The moderating roles of conscientiousness and gender.,243,b,NA,NA,NA,NA,NA
59_14_14,59,14,14,14,NA,JPSP,2011,Self-compassion and relationship maintenance: The moderating roles of conscientiousness and gender.,84,b,NA,NA,NA,NA,NA
59_14_14,59,14,14,14,NA,JPSP,2011,Self-compassion and relationship maintenance: The moderating roles of conscientiousness and gender.,88,b,NA,NA,NA,NA,NA
59_14_14,59,14,14,14,NA,JPSP,2011,Self-compassion and relationship maintenance: The moderating roles of conscientiousness and gender.,72,m,NA,NA,NA,NA,NA
59_14_14,59,14,14,14,NA,JPSP,2011,Self-compassion and relationship maintenance: The moderating roles of conscientiousness and gender.,NA,NA,NA,NA,NA,NA,NA
59_14_14,59,14,14,14,NA,JPSP,2011,Self-compassion and relationship maintenance: The moderating roles of conscientiousness and gender.,NA,NA,NA,NA,NA,NA,NA
59_14_14,59,14,14,14,NA,JPSP,2011,Self-compassion and relationship maintenance: The moderating roles of conscientiousness and gender.,NA,NA,NA,NA,NA,NA,NA
59_14_14,59,14,14,14,NA,JPSP,2011,Self-compassion and relationship maintenance: The moderating roles of conscientiousness and gender.,NA,NA,NA,NA,NA,NA,NA
59_14_14,59,14,14,14,NA,JPSP,2011,Self-compassion and relationship maintenance: The moderating roles of conscientiousness and gender.,NA,NA,NA,NA,NA,NA,NA
59_14_14,59,14,14,14,NA,JPSP,2011,Self-compassion and relationship maintenance: The moderating roles of conscientiousness and gender.,NA,NA,NA,NA,NA,NA,NA
39_15_15,39,15,15,15,NA,JPSP,2011,Attachment orientations and depression: A longitudinal study of new parents.,192,m,NA,NA,NA,NA,NA
39_15_15,39,15,15,15,NA,JPSP,2011,Attachment orientations and depression: A longitudinal study of new parents.,NA,NA,NA,NA,NA,NA,NA
39_15_15,39,15,15,15,NA,JPSP,2011,Attachment orientations and depression: A longitudinal study of new parents.,NA,NA,NA,NA,NA,NA,NA
39_15_15,39,15,15,15,NA,JPSP,2011,Attachment orientations and depression: A longitudinal study of new parents.,NA,NA,NA,NA,NA,NA,NA
39_15_15,39,15,15,15,NA,JPSP,2011,Attachment orientations and depression: A longitudinal study of new parents.,NA,NA,NA,NA,NA,NA,NA
39_15_15,39,15,15,15,NA,JPSP,2011,Attachment orientations and depression: A longitudinal study of new parents.,NA,NA,NA,NA,NA,NA,NA
39_15_15,39,15,15,15,NA,JPSP,2011,Attachment orientations and depression: A longitudinal study of new parents.,NA,NA,NA,NA,NA,NA,NA
39_15_15,39,15,15,15,NA,JPSP,2011,Attachment orientations and depression: A longitudinal study of new parents.,NA,NA,NA,NA,NA,NA,NA
39_15_15,39,15,15,15,NA,JPSP,2011,Attachment orientations and depression: A longitudinal study of new parents.,NA,NA,NA,NA,NA,NA,NA
39_15_15,39,15,15,15,NA,JPSP,2011,Attachment orientations and depression: A longitudinal study of new parents.,NA,NA,NA,NA,NA,NA,NA
126_16_16,126,16,16,16,NA,JPSP,2011,The benefits of interpersonal regulatory fit for individual goal pursuit.,89,b,NA,NA,NA,NA,NA
126_16_16,126,16,16,16,NA,JPSP,2011,The benefits of interpersonal regulatory fit for individual goal pursuit.,91,b,NA,NA,NA,NA,NA
126_16_16,126,16,16,16,NA,JPSP,2011,The benefits of interpersonal regulatory fit for individual goal pursuit.,84,b,NA,NA,NA,NA,NA
126_16_16,126,16,16,16,NA,JPSP,2011,The benefits of interpersonal regulatory fit for individual goal pursuit.,185,b,NA,NA,NA,NA,NA
126_16_16,126,16,16,16,NA,JPSP,2011,The benefits of interpersonal regulatory fit for individual goal pursuit.,87,b,NA,NA,NA,NA,NA
126_16_16,126,16,16,16,NA,JPSP,2011,The benefits of interpersonal regulatory fit for individual goal pursuit.,89,b,NA,NA,NA,NA,NA
126_16_16,126,16,16,16,NA,JPSP,2011,The benefits of interpersonal regulatory fit for individual goal pursuit.,NA,NA,NA,NA,NA,NA,NA
126_16_16,126,16,16,16,NA,JPSP,2011,The benefits of interpersonal regulatory fit for individual goal pursuit.,NA,NA,NA,NA,NA,NA,NA
126_16_16,126,16,16,16,NA,JPSP,2011,The benefits of interpersonal regulatory fit for individual goal pursuit.,NA,NA,NA,NA,NA,NA,NA
126_16_16,126,16,16,16,NA,JPSP,2011,The benefits of interpersonal regulatory fit for individual goal pursuit.,NA,NA,NA,NA,NA,NA,NA
97_17_17,97,17,17,17,NA,JPSP,2011,System justification and the defense of committed relationship ideology.,98,b,NA,NA,NA,NA,NA
97_17_17,97,17,17,17,NA,JPSP,2011,System justification and the defense of committed relationship ideology.,118,b,NA,NA,NA,NA,NA
97_17_17,97,17,17,17,NA,JPSP,2011,System justification and the defense of committed relationship ideology.,59,m,NA,NA,NA,NA,NA
97_17_17,97,17,17,17,NA,JPSP,2011,System justification and the defense of committed relationship ideology.,90,b,NA,NA,NA,NA,NA
97_17_17,97,17,17,17,NA,JPSP,2011,System justification and the defense of committed relationship ideology.,33018,m,NA,NA,NA,NA,NA
97_17_17,97,17,17,17,NA,JPSP,2011,System justification and the defense of committed relationship ideology.,95,b,NA,NA,NA,NA,NA
97_17_17,97,17,17,17,NA,JPSP,2011,System justification and the defense of committed relationship ideology.,65,m,NA,NA,NA,NA,NA
97_17_17,97,17,17,17,NA,JPSP,2011,System justification and the defense of committed relationship ideology.,NA,NA,NA,NA,NA,NA,NA
97_17_17,97,17,17,17,NA,JPSP,2011,System justification and the defense of committed relationship ideology.,NA,NA,NA,NA,NA,NA,NA
97_17_17,97,17,17,17,NA,JPSP,2011,System justification and the defense of committed relationship ideology.,NA,NA,NA,NA,NA,NA,NA
63_18_18,63,18,18,18,NA,JPSP,2011,On the nature of identity fusion: Insights into the construct and a new measure.,433,b,NA,NA,NA,NA,NA
63_18_18,63,18,18,18,NA,JPSP,2011,On the nature of identity fusion: Insights into the construct and a new measure.,357,b,NA,NA,NA,NA,NA
63_18_18,63,18,18,18,NA,JPSP,2011,On the nature of identity fusion: Insights into the construct and a new measure.,1981,b,NA,NA,NA,NA,NA
63_18_18,63,18,18,18,NA,JPSP,2011,On the nature of identity fusion: Insights into the construct and a new measure.,652,b,NA,NA,NA,NA,NA
63_18_18,63,18,18,18,NA,JPSP,2011,On the nature of identity fusion: Insights into the construct and a new measure.,1000,b,NA,NA,NA,NA,NA
63_18_18,63,18,18,18,NA,JPSP,2011,On the nature of identity fusion: Insights into the construct and a new measure.,889,b,NA,NA,NA,NA,NA
63_18_18,63,18,18,18,NA,JPSP,2011,On the nature of identity fusion: Insights into the construct and a new measure.,620,b,NA,NA,NA,NA,NA
63_18_18,63,18,18,18,NA,JPSP,2011,On the nature of identity fusion: Insights into the construct and a new measure.,92,b,NA,NA,NA,NA,NA
63_18_18,63,18,18,18,NA,JPSP,2011,On the nature of identity fusion: Insights into the construct and a new measure.,93,b,NA,NA,NA,NA,NA
63_18_18,63,18,18,18,NA,JPSP,2011,On the nature of identity fusion: Insights into the construct and a new measure.,79,b,NA,NA,NA,NA,NA
153_19_19,153,19,19,19,NA,JPSP,2011,More than a body: Mind perception and the nature of objectification.,159,b,NA,NA,NA,NA,NA
153_19_19,153,19,19,19,NA,JPSP,2011,More than a body: Mind perception and the nature of objectification.,28,m,NA,NA,NA,NA,NA
153_19_19,153,19,19,19,NA,JPSP,2011,More than a body: Mind perception and the nature of objectification.,565,m,NA,NA,NA,NA,NA
153_19_19,153,19,19,19,NA,JPSP,2011,More than a body: Mind perception and the nature of objectification.,67,m,NA,NA,NA,NA,NA
153_19_19,153,19,19,19,NA,JPSP,2011,More than a body: Mind perception and the nature of objectification.,83,b,NA,NA,NA,NA,NA
153_19_19,153,19,19,19,NA,JPSP,2011,More than a body: Mind perception and the nature of objectification.,39,b,NA,NA,NA,NA,NA
153_19_19,153,19,19,19,NA,JPSP,2011,More than a body: Mind perception and the nature of objectification.,NA,NA,NA,NA,NA,NA,NA
153_19_19,153,19,19,19,NA,JPSP,2011,More than a body: Mind perception and the nature of objectification.,NA,NA,NA,NA,NA,NA,NA
153_19_19,153,19,19,19,NA,JPSP,2011,More than a body: Mind perception and the nature of objectification.,NA,NA,NA,NA,NA,NA,NA
153_19_19,153,19,19,19,NA,JPSP,2011,More than a body: Mind perception and the nature of objectification.,NA,NA,NA,NA,NA,NA,NA
55_20_20,55,20,20,20,NA,JPSP,2011,When prevention promotes creativity: The role of moodCOMMA  regulatory focusCOMMA  and regulatory closure.,95,b,NA,NA,NA,NA,NA
55_20_20,55,20,20,20,NA,JPSP,2011,When prevention promotes creativity: The role of moodCOMMA  regulatory focusCOMMA  and regulatory closure.,77,b,NA,NA,NA,NA,NA
55_20_20,55,20,20,20,NA,JPSP,2011,When prevention promotes creativity: The role of moodCOMMA  regulatory focusCOMMA  and regulatory closure.,98,b,NA,NA,NA,NA,NA
55_20_20,55,20,20,20,NA,JPSP,2011,When prevention promotes creativity: The role of moodCOMMA  regulatory focusCOMMA  and regulatory closure.,151,b,NA,NA,NA,NA,NA
55_20_20,55,20,20,20,NA,JPSP,2011,When prevention promotes creativity: The role of moodCOMMA  regulatory focusCOMMA  and regulatory closure.,NA,NA,NA,NA,NA,NA,NA
55_20_20,55,20,20,20,NA,JPSP,2011,When prevention promotes creativity: The role of moodCOMMA  regulatory focusCOMMA  and regulatory closure.,NA,NA,NA,NA,NA,NA,NA
55_20_20,55,20,20,20,NA,JPSP,2011,When prevention promotes creativity: The role of moodCOMMA  regulatory focusCOMMA  and regulatory closure.,NA,NA,NA,NA,NA,NA,NA
55_20_20,55,20,20,20,NA,JPSP,2011,When prevention promotes creativity: The role of moodCOMMA  regulatory focusCOMMA  and regulatory closure.,NA,NA,NA,NA,NA,NA,NA
55_20_20,55,20,20,20,NA,JPSP,2011,When prevention promotes creativity: The role of moodCOMMA  regulatory focusCOMMA  and regulatory closure.,NA,NA,NA,NA,NA,NA,NA
55_20_20,55,20,20,20,NA,JPSP,2011,When prevention promotes creativity: The role of moodCOMMA  regulatory focusCOMMA  and regulatory closure.,NA,NA,NA,NA,NA,NA,NA
143_21_21,143,21,21,21,NA,JPSP,2011,Self-presentational persona: Simultaneous management of multiple impressions.,124,w,NA,NA,NA,NA,NA
143_21_21,143,21,21,21,NA,JPSP,2011,Self-presentational persona: Simultaneous management of multiple impressions.,258,w,NA,NA,NA,NA,NA
143_21_21,143,21,21,21,NA,JPSP,2011,Self-presentational persona: Simultaneous management of multiple impressions.,NA,NA,NA,NA,NA,NA,NA
143_21_21,143,21,21,21,NA,JPSP,2011,Self-presentational persona: Simultaneous management of multiple impressions.,NA,NA,NA,NA,NA,NA,NA
143_21_21,143,21,21,21,NA,JPSP,2011,Self-presentational persona: Simultaneous management of multiple impressions.,NA,NA,NA,NA,NA,NA,NA
143_21_21,143,21,21,21,NA,JPSP,2011,Self-presentational persona: Simultaneous management of multiple impressions.,NA,NA,NA,NA,NA,NA,NA
143_21_21,143,21,21,21,NA,JPSP,2011,Self-presentational persona: Simultaneous management of multiple impressions.,NA,NA,NA,NA,NA,NA,NA
